"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight","product_name_bg"
"295184","2631","48000130000003002040","BARA BRONZ D13X3000 MM CUSN7ZN4PB7-C-GC","{7}","3000",,,"13",,"CUSN7ZN4PB7-C-GC","","KG","ML","1.180700","BRONZE ROUND BARS D13X3000 MM CUSN7ZN4PB7-C-GC","KG","y","БРОНЗОВИ КРЪГЛИ ПРЪТИ D13X3000 MM CUSN7ZN4PB7-C-GC","y","",,,"БРОНЗОВИ КРЪГЛИ ПРЪТИ D13X3000 MM CUSN7ZN4PB7-C-GC"
"292602","49","12010300100020001540","TABLA ALUMINIU 1050 H24 3.0X1000X2000 MM","{19}","2000","1000","3.00",,,"EN AW 1050 H24","","KG","БРОЙ","16.200000","AL. SHEETS 1050 H24 3,0X1000X2000 MM","KG","y","АЛ. ЛАМАРИНИ 1050 H24 3,0X1000X2000 MM","n","",,,"АЛ. ЛАМАРИНИ 1050 H24 3,0X1000X2000 MM"
"292583","30","12010100125025001540","TABLA ALUMINIU 1050 H24 1x1250x2500 MM","{19}","2500","1250","1.00",,,"EN AW 1050 H24","","KG","БРОЙ","8.437500","AL. SHEETS 1050 H24 1X1250X2500 MM","KG","y","АЛ. ЛАМАРИНИ 1050 H24 1X1250X2500 MM","n","",,,"АЛ. ЛАМАРИНИ 1050 H24 1X1250X2500 MM"
"293372","819","12950400100020001300","TABLA AL STRIATA 5754 H114 4x1000x2000 MM","{22}","2000","1000","4.00",,,"EN AW 5754 H114","","KG","БРОЙ","23.600000","AL. TREAD SHEETS QUINTETT 5754 H114 4X1000X2000 MM","KG","y","АЛ. РИФЕЛОВАНИ ЛАМАРИНИ QUINTETT 5754 H114 4X1000X2000 MM","n","",,,"АЛ. РИФЕЛОВАНИ ЛАМАРИНИ QUINTETT 5754 H114 4X1000X2000 MM"
"293526","973","24040020020600061500","TEAVA RECTANG. ALU 40x20x2x6000 MM 6060  T6","{32}","6000","40","2.00",,"20","EN AW 6060 T6","","KG","M","0.604800","ALU RECT. TUBES 40X20X2X6000 MM 500-3299 6060 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 40X20X2X6000 MM 500-3299 6060 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 40X20X2X6000 MM 500-3299 6060 T6"
"292591","38","12010150150030001540","TABLA  ALUMINIU 1050 H24  1.5x1500x3000 MM","{19}","3000","1500","1.50",,,"EN AW 1050 H24","","KG","БРОЙ","18.225000","AL. SHEETS 1050 H24 1.5X1500X3000 MM","KG","y","АЛ. ЛАМАРИНИ 1050 H24 1.5X1500X3000 MM","n","",,,"АЛ. ЛАМАРИНИ 1050 H24 1.5X1500X3000 MM"
"293551","998","24080020020600061500","TEAVA RECTANG. ALU 80x20x2x6000 MM 6060  T6","{32}","6000","80","2.00",,"20","EN AW 6060 T6","","KG","M","1.036800","ALU RECT. TUBES 80X20X2X6000 MM 6060 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 80X20X2X6000 MM 6060 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 80X20X2X6000 MM 6060 T6"
"293198","645","1260820252F152030200","TABLA  ALUMINIU 6082 T651  25 MM","{27}",,,"25.00",,,"EN AW 6082 T651","","KG","БРОЙ","1.000000","ALU PLATES 6082 T651 25X1520X3020 MM","KG","y","АЛ. ПЛОЧИ 6082 T651 25 MM","y","6082",,,"АЛ. ПЛОЧИ 6082 T651 25 MM"
"292707","154","12060600100020006360","TABLA ALUMINIU 6082 6X1000X2000 MM","{19}","2000","1000","6.00",,,"EN AW 6082 T6","","KG","БРОЙ","32.400000","AL SHEETS 6082  6X1000X2000 MM","KG","y","АЛ. ЛАМАРИНИ 6082  6X1000X2000 MM","n","",,,"АЛ. ЛАМАРИНИ 6082  6X1000X2000 MM"
"292671","118","12050400125025001300","TABLA ALUMINIU 5754  H111 4.0x1250x2500 MM","{19}","2500","1250","4.00",,,"EN AW 5754 H111","","KG","БРОЙ","33.250000","AL. SHEETS 5754 H111 4X1250X2500 MM","KG","y","АЛ. ЛАМАРИНИ 5754 H111 4X1250X2500 MM ","n","",,,"АЛ. ЛАМАРИНИ 5754 H111 4X1250X2500 MM "
"295080","2527","47000200050040001140","BARA LATA CUPRU CU-ETP 1/2 T 20X5X4000 MM R=1","{12}","4000","20","5.00",,,"CU-ETP R250","","KG","M","0.894000","COPPER FLAT BARS 20X5X4000 MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 20X5X4000 MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 20X5X4000 MM CU-ETP R250"
"295085","2532","47000200100040000140","BARA LATA CUPRU CU-ETP 1/2 T 20X10X4000 MM R=1","{12}","4000","20","10.00",,,"CU-ETP R250","","KG","M","1.788000","COPPER FLAT BARS 20X10X4000 MM CU-ETP R250","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 20X10X4000 MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 20X10X4000 MM CU-ETP R250"
"295151","2598","47000600100040001540","BARA LATA CUPRU CU-ETP 1/2 T 60X10X4000 MM R=1","{12}","4000","60","10.00",,,"CU-ETP R250","","KG","M","5.364000","COPPER FLAT BARS 60X10X4000MM CU-ETP R250","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 60X10X4000MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 60X10X4000MM CU-ETP R250"
"293260","707","12707501200152030200","TABLA  ALUMINIU 7075 T651 12 MM","{27}",,,"12.00",,,"EN AW 7075 T651","","KG","БРОЙ","1.000000","ALU PLATES  7075 T651 12x1520x3020 MM","KG","y","АЛ. ПЛОЧИ  7075 T651 12 MM","y","7075",,,"АЛ. ПЛОЧИ  7075 T651 12 MM"
"293342","789","12910150100020001560","TABLA  AL STRIATA 1050 H244 1.5X1000X2000MM","{22}","2000","1000","1.50",,,"EN AW 1050 H244","","KG","БРОЙ","9.500000","AL. TREAD SHEETS QUINTETT 1050 H244 1.5X1000X2000MM","KG","y","АЛ. РИФЕЛОВАНИ ЛАМАРИНИ QUINTETT 1050 H244 1.5X1000X2000 MM","n","",,,"АЛ. РИФЕЛОВАНИ ЛАМАРИНИ QUINTETT 1050 H244 1.5X1000X2000 MM"
"293506","953","23030030020600061500","PROFIL ALU U 30X30X30X2X6000 MM 6060  T6","{31}","6000","30","2.00",,"30","EN AW 6060 T6","","KG","ML","0.464400","ALU U PROFILES 30X30X30X2X6000 MM 6060 T6","KG","y","АЛ. П ПРОФИЛИ 30X30X30X2X6000 MM 6060 T6","n","",,,"АЛ. П ПРОФИЛИ 30X30X30X2X6000 MM 6060 T6"
"292623","70","12050100100020001320","TABLA ALUMINIU 5754  H22  1x1000x2000 MM","{19}","2000","1000","1.00",,,"EN AW 5754 H22","","KG","БРОЙ","5.320000","AL. SHEETS 5754 H22 1,0X1000X2000 MM","KG","y","АЛ. ЛАМАРИНИ 5754 H22 1,0X1000X2000 MM","n","",,,"АЛ. ЛАМАРИНИ 5754 H22 1,0X1000X2000 MM"
"293177","624","1260820102F152030200","TABLA  ALUMINIU 6082 T651 10 MM","{27}",,,"10.00",,,"EN AW 6082 T651","","KG","БРОЙ","1.000000","ALU PLATES 6082 10X1520X3020 MM BOTH SIDE PROT.FOIL","KG","y","АЛ. ПЛОЧИ 6082 10 MM ДВУСТРАННО ЗАЩИТНО ФОЛИО","y","6082",,,"АЛ. ПЛОЧИ 6082 10 MM ДВУСТРАННО ЗАЩИТНО ФОЛИО"
"293346","793","12910200100020001560","TABLA AL STRIATA 1050 H244 2x1000x2000 MM","{22}","2000","1000","2.00",,,"EN AW 1050 H244","","KG","БРОЙ","12.350000","AL. TREAD SHEETS QUINTETT 1050 H244 2X1000X2000 MM","KG","y","АЛ. РИФЕЛОВАНИ ЛАМАРИНИ QUINTETT 1050 H244 2X1000X2000 MM","n","",,,"АЛ. РИФЕЛОВАНИ ЛАМАРИНИ QUINTETT 1050 H244 2X1000X2000 MM"
"293517","964","24020020020600061500","TEAVA PATRATA ALU 20x20x2x6000 MM 6060  T6","{33}","6000","20","2.00",,,"EN AW 6060 T6","","KG","M","0.388800","ALU SQUARE TUBES 20X20X2X6000 MM 500-3294 6060 T6","KG","y","АЛ. КВАДРАТНИ ТРЪБИ 20X20X2X6000 MM 500-3294 6060 T6","n","",,,"АЛ. КВАДРАТНИ ТРЪБИ 20X20X2X6000 MM 500-3294 6060 T6"
"292598","45","12010200200040001540","TABLA ALUMINIU 1050 H24  2x2000x4000 MM","{19}","4000","2000","2.00",,,"EN AW 1050 H24","","KG","БРОЙ","43.200000","AL SHEETS 1050 H24 2X2000X4000 MM","KG","y","АЛ. ЛАМАРИНИ 1050 H24 2X2000X4000 MM","n","",,,"АЛ. ЛАМАРИНИ 1050 H24 2X2000X4000 MM"
"293179","626","12608201200102020200","TABLA  ALUMINIU 6082 T651  12 MM","{27}",,,"12.00",,,"EN AW 6082 T651","","KG","БРОЙ","1.000000","ALU PLATES 6082 T65 12X1520X3020 MM 1 SIDE PROT. FOIL","KG","y","АЛ. ПЛОЧИ 6082 T65 12 MM ЕДНОСТРАННО ЗАЩИТНО ФОЛИО","y","6082",,,"АЛ. ПЛОЧИ 6082 T65 12 MM ЕДНОСТРАННО ЗАЩИТНО ФОЛИО"
"293359","806","12930150100020001340","TABLA AL STRIATA DIAMOND 3003 H224 1.5/2x1000x2000 MM","{23}","2000","1000","1.50",,,"EN AW 3003 H224","","KG","BUC","8.800000","AL. TREAD SHEETS DIAMOND3003 H224 1.5/2X1000X2000MM","KG","y","АЛ. РИФЕЛОВАНИ ЛАМАРИНИ DIAMOND 3003 H224 1.5/2X500X1000 MM","n","",,,"АЛ. РИФЕЛОВАНИ ЛАМАРИНИ DIAMOND 3003 H224 1.5/2X500X1000 MM"
"292677","124","12050500125025001300","TABLA ALUMINIU 5754 H111 5X1250X2500MM","{19}","2500","1250","5.00",,,"EN AW 5754 H111","","KG","БРОЙ","41.562500","AL. SHEETS 5754 H111 5,0X1250X2500 MM","KG","y","АЛ. ЛАМАРИНИ 5754 H111 5,0X1250X2500 MM","n","",,,"АЛ. ЛАМАРИНИ 5754 H111 5,0X1250X2500 MM"
"294571","2018","42102500700200000440","TABLA CUPRU CU-DHP R240 2.5X700X2000 MM","{0}",,,,,,"","","KG","","0.000000","COPPER SHEETS CU-DHP R240 2.5X700X2000 MM","KG","y","МЕДНИ ЛАМАРИНИ CU-DHP R240 2.5X700X2000 MM","n","",,,"МЕДНИ ЛАМАРИНИ CU-DHP R240 2.5X700X2000 MM"
"293446","893","21025025020600061500","CORNIER ALU  25X25X2X6000 MM 6060  T6","{29}","6000","25","2.00",,"25","EN AW 6060 T6","","KG","ML","0.259200","ALU L PROFILES 25X25X2X6000 MM 500-3291 6060 T6","KG","y","АЛ. L ПРОФИЛИ/ВИНКЕЛИ 25X25X2X6000 MM 500-3291 6060 T6","n","",,,"АЛ. L ПРОФИЛИ/ВИНКЕЛИ 25X25X2X6000 MM 500-3291 6060 T6"
"292689","136","12050600150030001300","TABLA ALUMINIU 5754 H111 6X1500X3000 MM","{19}","3000","1500","6.00",,,"EN AW 5754 H111","","KG","БРОЙ","71.820000","AL SHEETS 5754 H111 6X1500X3000 MM","KG","y","АЛ. ЛАМАРИНИ 5754 H111 6X1500X3000 MM","n","",,,"АЛ. ЛАМАРИНИ 5754 H111 6X1500X3000 MM"
"295175","2622","47001200100040001540","BARA LATA CUPRU CU-ETP 1/2 T 120X10X4000 MM R=1","{12}","4000","120","10.00",,,"CU-ETP R250","","KG","ML","10.728000","COPPER FLAT BARS 120X10X4000 MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 120X10X4000 MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 120X10X4000 MM CU-ETP R250"
"292594","41","12010200100020001540","TABLA ALUMINIU 1050 H24 2X1000X2000 MM","{19}","2000","1000","2.00",,,"EN AW 1050 H24","","KG","БРОЙ","10.800000","AL. SHEETS 1050 H24 2X1000X2000 MM","KG","y","АЛ. ЛАМАРИНИ 1050 H24 2X1000X2000 MM","n","",,,"АЛ. ЛАМАРИНИ 1050 H24 2X1000X2000 MM"
"292732","179","120PP50830151540304G","TABLA ALUMINIU DE PRECIZIE 5083 15 MM","{25}",,,"15.00",,,"5083","","KG","БРОЙ","1.000000","PREC. MACH. CAST AL PLATE 5083 15 MM","KG","y","ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 15 MM","y","PP5083",,,"ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 15 MM"
"293268","715","1270750202F152030200","TABLA  ALUMINIU 7075 T651 20 MM","{27}",,,"20.00",,,"EN AW 7075 T651","","KG","БРОЙ","1.000000","ALU PLATES  7075 T651 20X1520X3020 MM","KG","y","АЛ. ПЛОЧИ  7075 T651 20 MM","y","7075",,,"АЛ. ПЛОЧИ  7075 T651 20 MM"
"293556","1003","24080040040600061500","TEAVA RECTANG. ALU 80x40x4x6000 MM 6060  T6","{32}","6000","80","4.00",,"40","EN AW 6060 T6","","KG","M","2.419200","ALU RECT. TUBES 80X40X4X6000 MM 6060 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 80X40X4X6000 MM 6060 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 80X40X4X6000 MM 6060 T6"
"293021","468","1250830102F152030200","TABLA ALUMINIU 5083 H111   10 MM","{27}",,,"10.00",,,"EN AW 5083 H111","","KG","БРОЙ","1.000000","AL. SHEETS 5083 H111 10X1520X3020 MM FOIL","KG","y","АЛ. ЛАМАРИНИ 5083 H111 10 MM ЛИО","y","5083",,,"АЛ. ЛАМАРИНИ 5083 H111 10 MM ЛИО"
"293035","482","1250830252F152030200","TABLA ALUMINIU 5083 H111  25 MM","{27}",,,"25.00",,,"EN AW 5083 H111","","KG","БРОЙ","1.000000","ALU PLATES 5083 H111 25X1520X3020 MM","KG","y","АЛ. ПЛОЧИ 5083 H111 25 MM ","y","5083",,,"АЛ. ПЛОЧИ 5083 H111 25 MM "
"293046","493","1250830502F152030200","TABLA ALUMINIU 5083 H111  50 MM","{27}",,,"50.00",,,"EN AW 5083 H111","","KG","БРОЙ","1.000000","ALU PLATES 5083 H111 50X1520X3020 MM","KG","y","АЛ. ПЛОЧИ 5083 H111 50 MM","y","5083",,,"АЛ. ПЛОЧИ 5083 H111 50 MM"
"292982","429","12201701000102020200","TABLA ALUMINIU 2017A T451  10 MM","{27}",,,"10.00",,,"EN AW 2017A T451","","KG","БРОЙ","1.000000","AL PLATES 2017 T451 10 MM","KG","y","АЛ. ПЛОЧИ 2017 T451 10 MM","y","2017",,,"АЛ. ПЛОЧИ 2017 T451 10 MM"
"293032","479","1250830202F152030200","TABLA ALUMINIU 5083 H111  20 MM","{27}",,,"20.00",,,"EN AW 5083 H111","","KG","БРОЙ","1.000000","ALU PLATES 5083 H111 20X1520X3020 MM OT.FOIL","KG","y","АЛ. ПЛОЧИ 5083 H111 20 MM ","y","5083",,,"АЛ. ПЛОЧИ 5083 H111 20 MM "
"292634","81","12050150100020001300","TABLA ALUMINIU 5754  H111 1.5x1000x2000 MM","{19}","2000","1000","1.50",,,"EN AW 5754 H111","","KG","БРОЙ","7.980000","AL. SHEETS 5754  H111 1,5X1000X2000 MM","KG","y","АЛ. ЛАМАРИНИ 5754  H111 1,5X1000X2000 MM","n","",,,"АЛ. ЛАМАРИНИ 5754  H111 1,5X1000X2000 MM"
"295111","2558","47000300100040001540","BARA LATA CUPRU CU-ETP 1/2 T 30X10X4000 MM R=1","{12}","4000","30","10.00",,,"CU-ETP R250","","KG","M","2.682000","COPPER FLAT BARS 30X10X4000MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 30X10X4000MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 30X10X4000MM CU-ETP R250"
"295162","2609","47000800100040000140","BARA LATA CUPRU CU-ETP 1/2 T 80x10X4000 MM R=1","{12}","4000","80","10.00",,,"CU-ETP R250","","KG","M","7.152000","COPPER FLAT BARS 80X10X4000MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 80X10X4000MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 80X10X4000MM CU-ETP R250"
"293449","896","21030030020600061500","CORNIER ALU 30X30X2X6000  MM 6060  T6","{29}","6000","30","2.00",,"30","EN AW 6060 T6","","KG","ML","0.313200","ALU L PROFILES 30X30X2X6000 MM 500-3292 6060 T6","KG","y","АЛ. L ПРОФИЛИ/ВИНКЕЛИ 30X30X2X6000 MM 500-3292 6060 T6","n","",,,"АЛ. L ПРОФИЛИ/ВИНКЕЛИ 30X30X2X6000 MM 500-3292 6060 T6"
"293123","570","12606102500152030200","TABLA ALUMINIU 6061 T651 25 MM","{27}",,,"25.00",,,"EN AW 6061 T651","","KG","БРОЙ","1.000000","AL. PLATES 6061 T651 25X1520X3020 MM - AMS","KG","y","АЛ. ПЛОЧИ 6061 T651 25 MM","y","6061",,,"АЛ. ПЛОЧИ 6061 T651 25 MM"
"292589","36","12010150100020001540","TABLA  ALUMINIU 1050 H24 1.5x1000x2000 MM","{19}","2000","1000","1.50",,,"EN AW 1050 H24","","KG","БРОЙ","8.100000","AL. SHEETS 1050 H24 1.5X1000X2000 MM","KG","y","АЛ. ЛАМАРИНИ 1050 H24 1.5X1000X2000 MM","n","",,,"АЛ. ЛАМАРИНИ 1050 H24 1.5X1000X2000 MM"
"295103","2550","47000300050040001540","BARA LATA CUPRU CU-ETP 1/2 T 30X5X4000 MM R=1","{12}","4000","30","5.00",,,"CU-ETP R250","","KG","M","1.341000","COPPER FLAT BARS 30X5X4000MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 30X5X4000MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 30X5X4000MM CU-ETP R250"
"293455","902","21040040020600061500","CORNIER ALU  40X40X2X6000 MM 6060  T6","{29}","6000","40","2.00",,"40","EN AW 6060 T6","","KG","ML","0.421200","ALU L PROFILES 40X40X2X6000 MM 500-3293 6060 T6","KG","y","АЛ. L ПРОФИЛИ/ВИНКЕЛИ 40X40X2X6000 MM 500-3293 6060 T6","n","",,,"АЛ. L ПРОФИЛИ/ВИНКЕЛИ 40X40X2X6000 MM 500-3293 6060 T6"
"292668","115","12050400100020001300","TABLA ALUMINIU 5754 H111 4X1000X2000 MM","{19}","2000","1000","4.00",,,"EN AW 5754 H111","","KG","БРОЙ","21.280000","AL SHEETS 4X1000X2000 MM 5754 H111","KG","y","АЛ. ЛАМАРИНИ 4X1000X2000 MM 5754 H111","n","",,,"АЛ. ЛАМАРИНИ 4X1000X2000 MM 5754 H111"
"295170","2617","47001000100040001540","BARA LATA CUPRU CU-ETP 1/2 T 100X10X4000 MM R=1","{12}","4000","100","10.00",,,"CU-ETP R250","","KG","M","8.940000","COPPER FLAT BARS 100X10X4000 MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 100X10X4000 MM CU-ETP R250 ","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 100X10X4000 MM CU-ETP R250 "
"295124","2571","47000400100040000144","BARA LATA CUPRU CU-ETP 1/2 T 40X10X4000 MM R=1","{12}","4000","40","10.00",,,"CU-ETP R250","","KG","M","3.576000","COPPER FLAT BARS 40X10X4000MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 40X10X4000MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 40X10X4000MM CU-ETP R250"
"292679","126","12050500150030001300","TABLA ALUMINIU 5754 H111 5X1500X3000 MM","{19}","3000","1500","5.00",,,"EN AW 5754 H111","","KG","БРОЙ","59.850000","AL. SHEETS 5754 H111 5X1500X3000 MM","KG","y","АЛ. ЛАМАРИНИ 5754 H111 5X1500X3000 MM","n","",,,"АЛ. ЛАМАРИНИ 5754 H111 5X1500X3000 MM"
"292662","109","12050300125025001300","TABLA ALUMINIU 5754 H111 3X1250X2500 MM","{19}","2500","1250","3.00",,,"EN AW 5754 H111","","KG","БРОЙ","24.937500","AL. SHEETS  5754 H111 3,0X1250X2500 MM","KG","y","АЛ. ЛАМАРИНИ  5754 H111 3,0X1250X2500 MM","n","",,,"АЛ. ЛАМАРИНИ  5754 H111 3,0X1250X2500 MM"
"293438","885","21015015015600061500","CORNIER ALU 15X15X1.5X6000 MM 6060  T6","{29}","6000","15","1.50",,"15","EN AW 6060 T6","","KG","M","0.115400","ALU L PROFILES 15X15X1,5X6000 MM 6060 T6","KG","y","АЛ. L ПРОФИЛИ/ВИНКЕЛИ 15X15X1,5X6000 MM 6060 T6","n","",,,"АЛ. L ПРОФИЛИ/ВИНКЕЛИ 15X15X1,5X6000 MM 6060 T6"
"295137","2584","47000500100040000140","BARA LATA CUPRU CU-ETP 1/2 T 50X10X4000 MM R=1","{12}","4000","50","10.00",,,"CU-ETP R250","","KG","M","4.470000","COPPER FLAT BARS 50X10X4000MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 50X10X4000MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 50X10X4000MM CU-ETP R250"
"293596","1043","25040002006000061500","TEAVA ALU D 40X2X6000 MM  6060 T6","{34}","6000",,"2.00","40",,"EN AW 6060 T6","","KG","M","0.644300","ALU ROUND TUBES 40X2X6000 MM 6060 T6","KG","y","АЛ. КРЪГЛИ ТРЪБИ 40X2X6000 MM 6060 T6","n","",,,"АЛ. КРЪГЛИ ТРЪБИ 40X2X6000 MM 6060 T6"
"293541","988","24060020020600061500","TEAVA RECTANG. ALU 60X20x2x6000 MM 6060  T6","{32}","6000","60","2.00",,"20","EN AW 6060 T6","","KG","M","0.820800","ALU RECT. TUBES 60X20X2X6000 MM 6060 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 60X20X2X6000 MM 6060 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 60X20X2X6000 MM 6060 T6"
"293751","1198","26120000003000063600","BARA ALU D 120X3000 MM 6082 T6","{36}","3000",,,"120",,"EN AW 6082 T6","","KG","M","30.520800","ALU ROUND BARS 120X3000 MM 6082 T6","KG","y","АЛ. КРЪГЛИ ПРЪТИ 120X3000 MM 6082 T6","y","",,,"АЛ. КРЪГЛИ ПРЪТИ 120X3000 MM 6082 T6"
"294931","2378","46000080000003000600","BARA CUPRU D8X3000 MM CUPB1P TRAS","{8}","3000",,,"8",,"CUPB1P","","KG","","0.000000","COPPER ROUND BARS D8X3000 MM CUPB1 DRAWN","KG","y","МЕДНИ КРЪГЛИ ПРЪТИ D8X3000 MM CUPB1 СТУДЕНО ИЗТЕГЛЕНИ ","y","",,,"МЕДНИ КРЪГЛИ ПРЪТИ D8X3000 MM CUPB1 СТУДЕНО ИЗТЕГЛЕНИ "
"295272","2719","48000610000003002040","BARA BRONZ D61X3000 MM CUSN7ZN4PB7-C-GC","{7}","3000",,,"61",,"CUSN7ZN4PB7-C-GC","","KG","M","25.996800","BRONZE ROUND BARS D61X3000 MM CUSN7ZN4PB7-C","KG","y","БРОНЗОВИ КРЪГЛИ ПРЪТИ D61X3000 MM CUSN7ZN4PB7-C","y","",,,"БРОНЗОВИ КРЪГЛИ ПРЪТИ D61X3000 MM CUSN7ZN4PB7-C"
"294556","2003","42101501000200000140","TABLA CUPRU CU-ETP R240 1/2 T 1.5X1000X2000 MM","{67}","2000","1000","1.50",,,"CU-ETP R240","","KG","БРОЙ","26.820000","COPPER SHEETS CU-ETP R240 1.5X1000X2000 MM","KG","y","МЕДНИ ЛАМАРИНИ CU-ETP R240 1.5X1000X2000 MM","n","",,,"МЕДНИ ЛАМАРИНИ CU-ETP R240 1.5X1000X2000 MM"
"293443","890","21020020020600061500","CORNIER ALU  20X20X2X6000 MM 6060  T6","{29}","6000","20","2.00",,"20","EN AW 6060 T6","","KG","M","0.205200","ALU L PROFILES 20X20X2X6000 MM 500-3290 6060 T6","KG","y","АЛ. L ПРОФИЛИ/ВИНКЕЛИ 20X20X2X6000 MM 500-3290 6060 T6","n","",,,"АЛ. L ПРОФИЛИ/ВИНКЕЛИ 20X20X2X6000 MM 500-3290 6060 T6"
"295091","2538","47000250050040000140","BARA LATA CUPRU CU-ETP 1/2 T 25X5X4000 MM R=1","{12}","4000","25","5.00",,,"CU-ETP R250","","KG","ML","1.117500","COPPER FLAT BARS 25X5X4000 MM CU-ETP R250 R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 25X5X4000 MM CU-ETP R250","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 25X5X4000 MM CU-ETP R250"
"292676","123","12050500100020001300","TABLA ALUMINIU 5754 H111 5X1000X2000 MM","{19}","2000","1000","5.00",,,"EN AW 5754 H111","","KG","БРОЙ","26.600000","AL. SHEETS 5754 H111 5X1000X2000","KG","y","АЛ. ЛАМАРИНИ 5754 H111 5X1000X2000 MM","n","",,,"АЛ. ЛАМАРИНИ 5754 H111 5X1000X2000 MM"
"294219","1666","36000220000003000240","BARA ALAMA D22X3000 MM CUZN39PB3 R430","{56}","3000",,,"22",,"CUZN39PB3 R430","","KG","M","3.214300","BRASS ROUND BARS D22X3000 MM CUZN39PB3 R430","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ D22X3000 MM CUZN39PB3 R430 ","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ D22X3000 MM CUZN39PB3 R430 "
"293038","485","1250830302F152030200","TABLA ALUMINIU 5083 H111  30 MM","{27}",,,"30.00",,,"EN AW 5083 H111","","KG","БРОЙ","1.000000","ALU PLATES 5083 H111 30X1520X3020 MM","KG","y","АЛ. ПЛОЧИ 5083 H111 30 MM ","y","5083",,,"АЛ. ПЛОЧИ 5083 H111 30 MM "
"292722","169","120PP50830101540304G","TABLA ALUMINIU DE PRECIZIE 5083 10 MM","{25}",,,"10.00",,,"5083","","KG","БРОЙ","1.000000","PREC. MACH. CAST AL PLATE 5083 10 MM","KG","y","ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 10 MM","y","PP5083",,,"ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 10 MM"
"292607","54","12010400100020001540","TABLA ALUMINIU 1050 H24 4x1000x2000 MM","{19}","2000","1000","4.00",,,"EN AW 1050 H24","","KG","БРОЙ","21.600000","AL. SHEETS 1050 H24 4,0X1000X2000 MM","KG","y","АЛ. ЛАМАРИНИ 1050 H24 4,0X1000X2000 MM","n","",,,"АЛ. ЛАМАРИНИ 1050 H24 4,0X1000X2000 MM"
